Date,Level
29-Nov-17,23.4
30-Nov-17,23.2
01-Dec-17,23
02-Dec-17,22.9
03-Dec-17,22.8
04-Dec-17,22.5
05-Dec-17,22.4
06-Dec-17,22.2
07-Dec-17,22
08-Dec-17,21.8
09-Dec-17,21.6
10-Dec-17,21.5
11-Dec-17,21.2
12-Dec-17,21
13-Dec-17,20.9
14-Dec-17,20.7
15-Dec-17,20.6
16-Dec-17,20.4
17-Dec-17,20.3
18-Dec-17,20.2
19-Dec-17,20
20-Dec-17,19.9
21-Dec-17,19.8
22-Dec-17,19.6
23-Dec-17,19.5
24-Dec-17,19.4
25-Dec-17,19.2
26-Dec-17,19.1
27-Dec-17,19
28-Dec-17,18.9
29-Dec-17,18.7
30-Dec-17,18.6
31-Dec-17,18.5
01-Jan-18,18.4
02-Jan-18,18.3
03-Jan-18,17.4
04-Jan-18,17.3
05-Jan-18,17.2
06-Jan-18,17.1
07-Jan-18,16.9
08-Jan-18,16.8
09-Jan-18,16.7
10-Jan-18,16.5
11-Jan-18,16.4
12-Jan-18,16.3
13-Jan-18,16.1
14-Jan-18,16
15-Jan-18,15.9
16-Jan-18,15.7
17-Jan-18,15.5
18-Jan-18,15.4
19-Jan-18,14.5
20-Jan-18,14.4
21-Jan-18,14.2
22-Jan-18,14.2
23-Jan-18,14.1
24-Jan-18,13.9
25-Jan-18,13.8
26-Jan-18,13.6
27-Jan-18,13.5
28-Jan-18,13.4
29-Jan-18,13.3
30-Jan-18,13.1
31-Jan-18,13
01-Feb-18,13
02-Feb-18,12.9
03-Feb-18,12.7
04-Feb-18,12.6
05-Feb-18,12.5
06-Feb-18,12.4
07-Feb-18,12.3
08-Feb-18,12.3
09-Feb-18,12.2
10-Feb-18,12.2
11-Feb-18,12.1
12-Feb-18,12
13-Feb-18,11.8
14-Feb-18,11.7
15-Feb-18,11.7
16-Feb-18,11.6
17-Feb-18,11.6
18-Feb-18,11.4
19-Feb-18,11.3
20-Feb-18,11.3
21-Feb-18,11.1
22-Feb-18,11.1
23-Feb-18,10.9
24-Feb-18,11
25-Feb-18,11
26-Feb-18,11.1
27-Feb-18,11.1
28-Feb-18,11
01-Mar-18,11
02-Mar-18,11
03-Mar-18,11
04-Mar-18,11
05-Mar-18,11
06-Mar-18,10.9
07-Mar-18,10.9
08-Mar-18,10.9
09-Mar-18,11
10-Mar-18,10.9
11-Mar-18,10.9
12-Mar-18,10.9
13-Mar-18,10.8
14-Mar-18,10.8
15-Mar-18,10.8
16-Mar-18,10.8
17-Mar-18,10.8
18-Mar-18,10.7
19-Mar-18,10.7
20-Mar-18,10.7
21-Mar-18,10.7
22-Mar-18,10.7
23-Mar-18,10.6
24-Mar-18,10.6
25-Mar-18,10.6
26-Mar-18,10.6
27-Mar-18,10.6
28-Mar-18,10.6
29-Mar-18,10.6
30-Mar-18,10.6
31-Mar-18,10.6
01-Apr-18,10.6
02-Apr-18,10.6
03-Apr-18,10.6
04-Apr-18,10.5
05-Apr-18,10.5
06-Apr-18,10.5
07-Apr-18,10.5
08-Apr-18,10.5
09-Apr-18,10.5
10-Apr-18,10.5
11-Apr-18,10.5
12-Apr-18,10.5
13-Apr-18,10.5
14-Apr-18,10.4
15-Apr-18,10.4
16-Apr-18,10.4
17-Apr-18,10.4
18-Apr-18,10.4
19-Apr-18,10.4
